user_id,item_id,rating,timestamp
1387,34,5.0,975456000
3497,163,4.0,1098403200
4481,283,5.0,1148256000
247,90,5.0,1149379200
1138,283,5.0,1154736000
2763,283,5.0,1154995200
4756,283,5.0,1155686400
4389,283,5.0,1156032000
4795,283,5.0,1156636800
2040,197,5.0,1157155200
1807,5,5.0,1159228800
2187,283,4.0,1159315200
2040,5,5.0,1159660800
4260,5,5.0,1164240000
2054,5,5.0,1165276800
4756,5,5.0,1165449600
4481,31,5.0,1166140800
3954,31,5.0,1167523200
4801,5,5.0,1167609600
1531,283,5.0,1170028800
3765,5,5.0,1170288000
3497,5,5.0,1172016000
1867,283,3.0,1172016000
3068,7,5.0,1173571200
2725,7,3.0,1173571200
4160,25,5.0,1174176000
3872,29,5.0,1175126400
769,31,5.0,1175385600
1567,283,5.0,1176249600
1946,7,5.0,1176854400
1752,19,4.0,1178928000
247,16,4.0,1179360000
247,38,5.0,1179792000
4756,29,2.0,1180915200
4481,32,5.0,1181001600
1752,38,4.0,1181347200
1147,30,5.0,1181606400
567,30,5.0,1181779200
1807,35,3.0,1183507200
4460,7,5.0,1183680000
3476,20,5.0,1183680000
4756,31,5.0,1183680000
2922,5,5.0,1183766400
247,18,3.0,1183852800
4915,16,1.0,1185321600
4481,4,5.0,1185667200
4756,16,4.0,1186272000
247,44,3.0,1186272000
307,283,5.0,1186617600
568,44,4.0,1186963200
1946,30,5.0,1187395200
543,16,5.0,1187827200
189,38,2.0,1188172800
4481,19,5.0,1188432000
4205,32,4.0,1188691200
2827,16,3.0,1188777600
2827,19,4.0,1188777600
464,16,5.0,1189296000
4756,37,4.0,1189814400
3461,63,5.0,1189814400
3461,67,3.0,1189814400
645,67,5.0,1189814400
3461,68,5.0,1189814400
942,20,4.0,1189900800
2950,62,5.0,1189900800
2950,65,3.0,1189900800
2950,67,4.0,1189900800
452,62,5.0,1189987200
452,68,1.0,1189987200
2040,20,5.0,1190073600
396,41,5.0,1190073600
4287,20,4.0,1190160000
307,20,5.0,1190160000
3476,65,5.0,1190246400
3476,66,5.0,1190246400
3476,67,5.0,1190332800
3576,63,5.0,1190419200
3576,64,3.0,1190419200
3576,65,4.0,1190419200
3576,68,1.0,1190419200
307,30,5.0,1190505600
350,32,5.0,1190937600
2855,19,5.0,1191110400
1545,26,5.0,1191110400
4481,26,5.0,1191456000
4287,64,2.0,1191542400
4287,65,3.0,1191542400
4287,66,5.0,1191542400
2373,20,5.0,1192233600
4756,30,4.0,1192233600
2373,41,3.0,1192320000
2760,30,5.0,1192579200
568,32,5.0,1192579200
2931,20,5.0,1192665600
247,65,5.0,1192838400
247,75,3.0,1192838400
2378,30,4.0,1193097600
2054,38,4.0,1193097600
247,73,4.0,1193097600
4734,35,4.0,1193270400
247,74,5.0,1193443200
247,76,5.0,1193443200
704,19,4.0,1193702400
4801,37,5.0,1193702400
2827,35,2.0,1193788800
66,18,4.0,1194134400
2877,41,3.0,1194134400
2877,44,3.0,1194134400
307,37,5.0,1194393600
1275,67,5.0,1194652800
1486,30,5.0,1194739200
3576,57,4.0,1194739200
1531,30,5.0,1194825600
2040,38,4.0,1195603200
1194,85,2.0,1195776000
307,19,5.0,1195948800
3476,62,5.0,1196121600
247,63,5.0,1196121600
2833,24,5.0,1196726400
2054,35,3.0,1196726400
482,67,4.0,1196726400
1648,59,5.0,1197244800
2767,35,5.0,1197763200
4801,38,5.0,1197936000
2911,64,5.0,1198108800
3166,20,5.0,1198195200
3438,46,4.0,1198195200
3166,67,5.0,1198195200
4882,35,3.0,1198281600
2163,65,5.0,1198368000
2163,67,5.0,1198368000
4460,25,4.0,1198540800
2280,92,4.0,1198627200
2799,20,4.0,1199059200
3959,42,5.0,1199059200
2280,43,1.0,1199059200
4882,4,4.0,1199664000
307,46,3.0,1199750400
3438,57,5.0,1199750400
3476,42,5.0,1200009600
1147,99,4.0,1200009600
2378,99,4.0,1200182400
1448,16,5.0,1200441600
1448,18,5.0,1200441600
2931,25,5.0,1200700800
2379,18,4.0,1200873600
247,57,5.0,1201132800
2094,65,3.0,1201305600
2094,69,5.0,1201305600
