user_id,item_id,rating,timestamp
1277,28,5.0,893721600
3390,659,5.0,894931200
3390,1090,5.0,894931200
289,593,5.0,895017600
289,700,5.0,895017600
289,749,3.0,895017600
289,1353,4.0,895017600
289,1118,2.0,895190400
2551,520,5.0,895708800
3390,302,5.0,896313600
2551,1340,4.0,896486400
289,741,5.0,896572800
289,754,5.0,896572800
4068,1353,5.0,897004800
4068,961,5.0,897091200
289,746,5.0,897350400
1949,625,5.0,897523200
4068,179,5.0,897955200
3415,997,2.0,898819200
3415,1014,4.0,898819200
1344,1379,1.0,898819200
4302,741,5.0,898992000
4302,746,5.0,898992000
4302,754,5.0,898992000
4302,1353,5.0,898992000
3415,45,5.0,899078400
3415,169,4.0,899078400
3415,337,2.0,899078400
3415,432,5.0,899078400
3415,1193,1.0,899078400
3415,308,4.0,899164800
3866,568,5.0,899769600
3390,660,5.0,899769600
15,739,5.0,899769600
2946,1349,5.0,899769600
382,1068,3.0,899942400
2949,1267,5.0,899942400
15,757,3.0,900115200
567,54,4.0,900288000
1726,1097,2.0,900374400
2949,4,5.0,900460800
3415,179,4.0,900460800
1726,933,5.0,900460800
382,1427,5.0,900460800
1726,871,5.0,900547200
1726,1382,3.0,900547200
4041,709,5.0,900633600
15,732,5.0,900633600
15,743,4.0,900633600
1726,961,1.0,900633600
1726,1011,4.0,900633600
5370,1160,5.0,900633600
1726,350,5.0,900979200
382,56,4.0,901065600
382,60,4.0,901065600
382,615,5.0,901065600
382,685,5.0,901065600
382,921,4.0,901065600
78,1423,5.0,901065600
2110,741,5.0,901238400
2110,1353,5.0,901238400
567,570,5.0,901411200
78,261,2.0,901497600
78,322,5.0,901497600
78,579,5.0,901497600
5370,589,4.0,901497600
1298,128,2.0,901670400
1298,1152,5.0,901670400
1298,1353,1.0,901670400
1298,127,1.0,901756800
5370,382,5.0,901756800
1298,1111,5.0,901756800
1298,1112,3.0,901756800
4682,585,5.0,901843200
1298,756,5.0,901843200
567,846,5.0,901843200
240,410,5.0,902188800
567,833,5.0,902361600
4302,759,5.0,903225600
5175,1332,4.0,903398400
5447,1120,5.0,903484800
5447,1403,5.0,903484800
240,409,5.0,903571200
240,660,5.0,903571200
240,599,4.0,903830400
2792,825,5.0,903830400
4400,875,5.0,903916800
5309,1050,4.0,904003200
567,58,4.0,904262400
4400,615,5.0,904262400
240,632,5.0,904262400
4400,56,5.0,904694400
567,301,4.0,904953600
705,114,3.0,905040000
5447,599,5.0,906076800
3832,41,5.0,906681600
5309,139,5.0,907459200
3832,1203,4.0,907459200
3832,1363,5.0,907459200
5175,1489,4.0,907459200
2202,798,5.0,907718400
4058,1479,4.0,907804800
5346,111,1.0,907977600
3258,22,4.0,908150400
3258,25,5.0,908150400
5309,834,5.0,908150400
5309,947,5.0,908150400
3258,354,4.0,908755200
5309,950,5.0,908841600
2202,963,5.0,908928000
78,774,5.0,909100800
78,773,5.0,909187200
4058,1410,5.0,909705600
2202,82,4.0,909792000
3258,13,5.0,909964800
3258,360,5.0,910051200
5346,838,5.0,910396800
15,1527,5.0,910742400
4058,580,5.0,910828800
3048,754,4.0,910828800
3048,759,5.0,910828800
3048,1353,4.0,910828800
4312,1500,4.0,911001600
3258,19,4.0,911088000
2550,1490,4.0,911520000
4312,40,4.0,912124800
3832,43,4.0,912124800
4312,1468,3.0,912124800
4312,1548,3.0,912124800
3832,169,5.0,912384000
3832,31,5.0,912729600
2202,411,2.0,913161600
5447,1354,4.0,913248000
5447,524,5.0,913593600
78,279,5.0,913766400
78,280,5.0,913766400
78,319,5.0,913766400
4058,1522,4.0,913852800
4312,1547,4.0,913939200
558,1481,5.0,914112000
3925,10,5.0,914457600
558,163,5.0,914544000
2908,1324,5.0,914630400
2908,411,4.0,914889600
2908,459,5.0,914889600
2908,593,4.0,914889600
2908,1526,2.0,914889600
2908,1544,2.0,914889600
3048,836,4.0,915062400
4312,1556,4.0,915580800
2864,506,5.0,916012800
2864,542,5.0,916012800
3162,865,2.0,916012800
4058,919,4.0,916358400
4312,1481,5.0,916358400
1381,827,3.0,916617600
4914,1298,5.0,916617600
4312,1530,4.0,916617600
2864,584,5.0,916790400
2864,585,5.0,916876800
2864,586,5.0,916876800
4068,1481,5.0,917136000
4068,1522,3.0,917136000
4058,1108,5.0,918000000
4058,691,4.0,918086400
4094,1201,5.0,918172800
979,1507,4.0,918259200
5096,931,5.0,918518400
4312,1201,5.0,918518400
4094,1359,4.0,918518400
3832,1523,5.0,918518400
4094,23,5.0,918604800
2202,789,5.0,918691200
5018,1526,4.0,918691200
3853,1522,5.0,919123200
1602,112,5.0,919209600
4179,220,5.0,919209600
2017,1278,5.0,919555200
2017,1280,5.0,919555200
4312,855,5.0,919641600
4058,1105,5.0,919641600
2792,412,5.0,919814400
5393,660,5.0,919814400
2202,88,3.0,920073600
2202,844,4.0,920073600
4058,1494,4.0,920246400
4462,210,5.0,920592000
4462,261,4.0,920592000
4389,1023,5.0,920592000
4389,1042,4.0,920592000
4931,181,5.0,920678400
4094,534,4.0,920678400
3853,879,5.0,920678400
4094,541,5.0,920764800
4259,1118,5.0,920764800
4312,1149,5.0,920851200
4400,479,1.0,920937600
1767,609,2.0,921024000
4932,1481,3.0,921024000
4932,1526,4.0,921024000
4312,1193,5.0,921456000
5370,1159,5.0,921801600
3832,1424,4.0,921801600
3258,34,4.0,922147200
3258,44,3.0,922147200
4462,1585,4.0,922147200
2202,661,5.0,922233600
2202,1515,5.0,922233600
4462,1587,4.0,922320000
4312,459,5.0,922406400
5393,659,3.0,922406400
3832,1486,4.0,922406400
5393,825,5.0,922579200
4931,469,5.0,922924800
4312,1585,5.0,922924800
4931,1585,5.0,922924800
4591,1526,4.0,923011200
3832,1547,5.0,923011200
5309,1357,5.0,923443200
5018,1544,4.0,923529600
5503,1488,1.0,923875200
1767,1484,5.0,923961600
3737,1529,4.0,923961600
2138,1546,5.0,923961600
3048,1576,4.0,924393600
2864,139,5.0,924480000
5503,1555,1.0,924652800
5535,984,3.0,924912000
3449,360,5.0,924998400
1821,1422,4.0,925084800
3007,453,3.0,925257600
3932,1594,5.0,925257600
5321,233,5.0,925344000
2284,1036,5.0,925344000
5393,100,4.0,925430400
2284,942,5.0,925689600
4400,1589,4.0,925776000
2240,1601,5.0,925862400
1821,104,4.0,925948800
28,248,5.0,926035200
28,780,5.0,926035200
439,1575,5.0,926121600
2228,1601,5.0,926208000
4720,1002,5.0,926294400
558,1505,5.0,926294400
5346,568,3.0,926380800
5175,656,4.0,926380800
5189,376,5.0,926553600
5189,790,5.0,926553600
78,1594,5.0,926640000
1065,443,5.0,926812800
3701,485,4.0,926899200
1065,1601,5.0,926899200
4888,1352,5.0,926985600
5175,704,4.0,927158400
5175,1571,5.0,927158400
5503,1491,5.0,927244800
4752,543,4.0,927331200
1871,1155,5.0,927331200
4389,965,5.0,927590400
4389,1026,5.0,927590400
4389,1027,4.0,927590400
4389,1028,5.0,927590400
2147,1187,5.0,927849600
5503,78,3.0,928022400
5503,1607,1.0,928022400
5235,1008,3.0,928281600
3249,1588,5.0,928281600
2026,245,5.0,928454400
4250,265,5.0,928540800
4250,272,5.0,928540800
4250,273,3.0,928540800
4250,274,5.0,928540800
4250,275,2.0,928540800
4250,648,4.0,928540800
4250,649,5.0,928540800
4250,650,5.0,928540800
4250,651,5.0,928540800
4689,778,5.0,928540800
206,1484,5.0,928627200
2202,206,5.0,928713600
2026,246,3.0,928800000
4452,562,5.0,928800000
3007,1366,5.0,928972800
2147,538,5.0,929059200
558,225,5.0,929145600
3162,1534,5.0,929145600
448,1600,5.0,929145600
2240,186,5.0,929404800
4931,603,5.0,929404800
633,1376,5.0,929404800
633,1588,5.0,929404800
2147,1600,5.0,929404800
1180,1107,5.0,929491200
1180,1111,4.0,929491200
1180,1600,3.0,929491200
5396,59,2.0,929577600
45,239,4.0,929836800
2276,1611,4.0,929836800
788,168,4.0,929923200
3535,342,5.0,930009600
2163,1600,5.0,930009600
21,169,5.0,930096000
21,337,5.0,930096000
21,1192,5.0,930096000
21,1193,4.0,930096000
21,1222,4.0,930096000
21,1357,3.0,930096000
1180,1399,3.0,930096000
21,1468,3.0,930096000
21,1488,4.0,930096000
788,169,5.0,930182400
788,1597,4.0,930182400
788,578,2.0,930268800
3285,1588,5.0,930268800
5175,95,5.0,930441600
5175,959,5.0,930441600
1180,1075,5.0,930441600
4586,1618,5.0,930528000
5025,1617,5.0,930614400
523,615,4.0,930700800
3513,1618,5.0,930700800
2026,397,4.0,930960000
1545,1491,4.0,931219200
3832,1198,5.0,931392000
2163,741,5.0,931564800
4752,1601,3.0,931564800
4752,1623,3.0,931564800
3285,45,5.0,931651200
4058,1617,5.0,931737600
2105,1588,4.0,931910400
3513,932,5.0,931996800
1065,102,5.0,932256000
1545,304,5.0,932428800
2202,664,4.0,932428800
4755,854,5.0,932428800
2897,1561,2.0,932428800
2550,1627,4.0,932428800
45,920,5.0,932601600
1871,1584,3.0,932601600
5396,250,4.0,932688000
5393,667,5.0,932688000
4689,3,5.0,932774400
788,337,3.0,932774400
3832,1229,5.0,932774400
843,1545,5.0,932774400
3007,1501,5.0,932860800
843,1589,5.0,932860800
4755,131,4.0,933120000
2597,1107,4.0,933206400
3925,240,5.0,933292800
3007,838,5.0,933292800
1065,1617,5.0,933292800
3039,1623,4.0,933379200
3285,1530,5.0,933465600
45,633,5.0,933552000
3039,1410,5.0,933552000
5363,28,4.0,933638400
5363,36,5.0,933638400
5363,166,5.0,933638400
4755,883,5.0,933638400
5363,987,5.0,933638400
843,1240,5.0,933638400
1417,1254,3.0,933638400
1417,1255,5.0,933638400
4755,1354,5.0,933638400
5363,1479,4.0,933638400
851,1522,2.0,933638400
5363,1522,4.0,933724800
851,1295,5.0,933897600
179,677,5.0,934243200
4058,238,4.0,934329600
5363,367,3.0,934329600
851,510,5.0,934329600
5363,579,5.0,934416000
5363,1070,5.0,934416000
3999,172,4.0,934761600
2152,1617,1.0,934848000
4259,520,5.0,935020800
78,1636,5.0,935020800
4898,382,5.0,935193600
1712,1627,5.0,935193600
1471,1257,2.0,935280000
2402,423,5.0,935452800
2402,828,4.0,935452800
2402,840,5.0,935452800
4755,135,4.0,935539200
1549,1610,5.0,935539200
4898,245,5.0,935798400
5346,60,4.0,935971200
3737,1018,5.0,935971200
979,432,5.0,936057600
1767,1112,5.0,936057600
1372,1120,5.0,936057600
3999,1618,5.0,936144000
5346,1081,2.0,936489600
1268,429,5.0,936748800
1767,139,5.0,936835200
3208,660,5.0,936835200
633,1481,5.0,936921600
2597,696,5.0,937094400
4898,598,5.0,937180800
3390,1582,4.0,937440000
4898,1024,5.0,937526400
2597,1526,3.0,937785600
3966,1653,3.0,937958400
3832,1197,5.0,938131200
45,1657,5.0,938304000
2444,1635,5.0,938390400
3039,1636,5.0,938476800
1180,1314,1.0,938563200
3007,1656,5.0,938563200
1471,283,1.0,938995200
1471,578,5.0,938995200
4898,609,3.0,938995200
1471,994,2.0,938995200
3285,1381,5.0,938995200
2003,961,5.0,939168000
3542,1642,5.0,939168000
3285,1643,1.0,939168000
4898,636,4.0,939340800
2003,742,5.0,939340800
633,1585,1.0,939340800
3694,1637,4.0,939340800
4752,687,3.0,939427200
2003,908,5.0,939427200
2003,930,4.0,939427200
490,1078,5.0,939600000
2003,876,5.0,939772800
2027,1061,1.0,939772800
5275,1646,3.0,939772800
4997,603,3.0,939859200
1417,1230,3.0,939859200
853,1653,5.0,939859200
940,977,5.0,939945600
4682,1250,5.0,939945600
940,1046,5.0,940032000
4322,827,5.0,940291200
1767,887,5.0,940377600
724,908,5.0,940377600
88,1481,1.0,940377600
88,1512,5.0,940377600
88,1544,3.0,940377600
88,1600,5.0,940377600
4399,372,5.0,940550400
4399,373,5.0,940550400
134,1394,5.0,940550400
2865,613,5.0,940723200
1268,318,5.0,940809600
1268,319,4.0,940809600
1268,320,4.0,940809600
2163,593,5.0,940809600
2163,746,5.0,940809600
4534,1526,5.0,940809600
4776,1635,5.0,940809600
4776,1660,5.0,940809600
2444,1642,5.0,940896000
3767,1642,3.0,940896000
3767,1646,1.0,940896000
3767,1660,5.0,940896000
5019,179,5.0,941068800
3450,218,5.0,941155200
3450,629,4.0,941155200
385,1075,5.0,941155200
385,1089,3.0,941155200
385,1324,3.0,941155200
385,1399,2.0,941155200
1297,822,5.0,941241600
5008,1667,4.0,941241600
4997,689,5.0,941328000
670,777,5.0,941328000
3285,1200,5.0,941328000
385,231,4.0,941414400
385,614,5.0,941414400
2511,645,5.0,941414400
2511,790,5.0,941414400
385,851,2.0,941414400
385,869,5.0,941414400
385,905,3.0,941414400
4975,1527,5.0,941414400
724,906,5.0,941500800
2563,1657,5.0,941500800
1767,843,4.0,941587200
4857,1114,5.0,941587200
5521,631,4.0,941673600
4480,1039,4.0,941673600
5275,1642,2.0,941673600
979,1688,5.0,941673600
940,669,5.0,941760000
1279,1582,5.0,941760000
4898,176,5.0,941846400
2373,819,5.0,941846400
5019,192,5.0,941932800
448,961,5.0,941932800
3999,1575,3.0,942019200
5521,90,4.0,942105600
5521,622,4.0,942105600
4776,1636,5.0,942105600
4857,60,2.0,942192000
4857,944,4.0,942192000
4776,1686,5.0,942192000
4507,1689,5.0,942364800
3390,1689,4.0,942537600
1983,340,5.0,942624000
3754,1276,5.0,942624000
1378,1469,3.0,942624000
5521,654,4.0,942796800
630,50,5.0,942883200
1231,333,5.0,942883200
3542,1673,5.0,942883200
3542,1697,5.0,942883200
4857,315,5.0,942969600
1297,315,5.0,942969600
871,714,5.0,942969600
4459,1481,3.0,943056000
3535,1689,5.0,943056000
4500,201,4.0,943142400
4500,520,5.0,943142400
1602,943,5.0,943142400
4459,961,3.0,943142400
871,988,5.0,943142400
53,1482,4.0,943142400
1297,1618,4.0,943142400
515,1650,4.0,943142400
4937,3177,4.0,943142400
724,961,5.0,943228800
3785,1081,5.0,943228800
3127,1423,5.0,943228800
4776,1647,5.0,943228800
4307,521,3.0,943315200
2047,593,4.0,943315200
2047,929,5.0,943315200
2047,1510,4.0,943315200
3127,1614,5.0,943315200
2245,1637,5.0,943315200
2047,1688,5.0,943315200
3450,373,5.0,943401600
3314,732,5.0,943401600
3127,973,4.0,943401600
3127,1045,4.0,943401600
3474,1532,4.0,943401600
4752,1658,5.0,943401600
2846,1695,3.0,943401600
5275,1697,3.0,943401600
1297,700,5.0,943488000
4500,920,5.0,943488000
4500,1529,5.0,943488000
3285,1554,5.0,943488000
1417,1688,4.0,943488000
1417,1689,5.0,943488000
2511,784,5.0,943574400
2565,1635,2.0,943574400
4087,1673,5.0,943574400
2511,555,5.0,943660800
4500,807,4.0,943660800
2114,1111,4.0,943660800
4500,1614,1.0,943660800
2819,1637,5.0,943660800
2114,1689,5.0,943660800
3127,252,4.0,943747200
5170,319,5.0,943747200
4500,868,5.0,943747200
4500,1287,5.0,943747200
1245,1642,3.0,943747200
448,1689,5.0,943747200
3164,520,5.0,943833600
5521,1095,4.0,943833600
3883,1411,5.0,943833600
334,1686,5.0,943833600
4776,1695,4.0,943833600
2511,552,5.0,943920000
2208,707,3.0,943920000
2208,1515,2.0,943920000
693,1635,5.0,943920000
5169,1650,5.0,943920000
693,1660,4.0,943920000
693,1673,3.0,943920000
3542,1695,5.0,943920000
3863,696,4.0,944006400
3087,743,2.0,944006400
567,853,2.0,944006400
3950,1611,4.0,944006400
4776,1673,4.0,944006400
1722,1657,5.0,944092800
4090,1673,5.0,944092800
2580,549,4.0,944179200
2580,550,4.0,944179200
2580,551,5.0,944179200
2580,552,5.0,944179200
3314,964,4.0,944179200
4090,1530,5.0,944179200
2284,1618,5.0,944179200
2228,1633,1.0,944179200
3863,1636,4.0,944179200
5084,1653,4.0,944179200
2228,1668,1.0,944179200
4399,3,4.0,944265600
871,155,5.0,944265600
4500,443,5.0,944265600
4260,545,5.0,944265600
4260,587,4.0,944265600
4500,869,3.0,944265600
3863,961,5.0,944265600
3314,1076,5.0,944265600
1770,1209,4.0,944265600
4796,1546,5.0,944265600
4500,28,5.0,944352000
4948,347,4.0,944352000
2355,895,5.0,944352000
4948,978,3.0,944352000
4500,1044,5.0,944352000
4500,1045,4.0,944352000
2058,1074,3.0,944352000
3164,1522,5.0,944352000
4948,1585,3.0,944352000
1421,1588,5.0,944352000
2147,1632,5.0,944352000
2105,1695,4.0,944352000
4410,315,5.0,944438400
6,366,5.0,944438400
2282,380,5.0,944438400
4410,392,4.0,944438400
4410,440,5.0,944438400
332,500,5.0,944438400
4360,994,5.0,944438400
4360,1013,5.0,944438400
205,1107,4.0,944438400
4459,1118,5.0,944438400
334,1149,5.0,944438400
1696,1611,5.0,944438400
3050,623,5.0,944524800
3694,1159,5.0,944524800
4090,1205,5.0,944524800
693,1687,4.0,944524800
1362,432,5.0,944611200
2580,553,3.0,944611200
2580,554,4.0,944611200
4410,822,5.0,944611200
3863,950,5.0,944611200
334,1191,5.0,944611200
4914,1328,5.0,944611200
6,1612,2.0,944611200
6,1635,4.0,944611200
6,1660,4.0,944611200
6,1673,5.0,944611200
4325,1686,5.0,944611200
5521,95,4.0,944697600
1362,179,5.0,944697600
4360,416,5.0,944697600
4360,459,4.0,944697600
4360,667,5.0,944697600
2563,689,4.0,944697600
979,792,5.0,944697600
2989,968,5.0,944697600
1071,1611,5.0,944697600
1277,1636,5.0,944697600
1813,1686,1.0,944697600
1268,179,4.0,944784000
4937,540,5.0,944784000
4500,579,4.0,944784000
4360,660,5.0,944784000
448,908,4.0,944784000
448,930,4.0,944784000
4500,1070,4.0,944784000
412,1177,5.0,944784000
4500,1470,5.0,944784000
4087,1580,4.0,944784000
2887,1690,5.0,944784000
4500,193,5.0,944870400
4500,322,5.0,944870400
4360,834,4.0,944870400
1957,1025,2.0,944870400
6,1222,5.0,944870400
3906,1695,5.0,944870400
4701,45,5.0,944956800
3421,898,5.0,944956800
4701,1200,5.0,944956800
4701,1201,3.0,944956800
1269,1381,2.0,944956800
4701,1468,3.0,944956800
1417,1505,4.0,944956800
2989,1650,5.0,944956800
2580,555,5.0,945043200
3031,593,5.0,945043200
5001,660,5.0,945043200
3031,742,4.0,945043200
3031,746,2.0,945043200
5001,753,5.0,945043200
3031,754,1.0,945043200
412,772,4.0,945043200
1621,1098,5.0,945043200
5001,1116,5.0,945043200
2163,1251,5.0,945043200
5001,1563,4.0,945043200
783,1680,5.0,945043200
3863,1688,5.0,945043200
3285,1703,5.0,945043200
3031,39,4.0,945129600
4260,601,4.0,945129600
3031,876,5.0,945129600
3031,904,3.0,945129600
4500,961,1.0,945129600
205,1526,5.0,945129600
3925,1628,5.0,945129600
2592,1690,2.0,945129600
2202,249,5.0,945216000
2887,413,4.0,945216000
2887,459,5.0,945216000
4087,580,5.0,945216000
927,847,4.0,945216000
1545,897,5.0,945216000
